scope,image_id,ablation,capture_group,visible_blur,notes,method,frequency_filter,pyramid_levels,nms,repeatability,matching_accuracy,localization_error_px,matching_error_px,runtime_ms,reference_keypoints,scene_keypoints,raw_reference_keypoints,raw_scene_keypoints,repeated_points,accepted_matches,correct_matches
ablation,IMG_0265,no_pyramid,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Sobel,gaussian_lowpass,1,True,0.6,nan,1.8453128337860107,nan,286.7102000000159,25,28,27,28,15,0,0
ablation,IMG_0265,no_pyramid,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",LoG,gaussian_lowpass,1,True,0.8387096774193549,0.0,1.9926166534423828,87.12144470214844,272.6354000005813,31,74,31,74,26,2,0
ablation,IMG_0265,no_pyramid,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Harris,gaussian_lowpass,1,True,0.8163265306122449,nan,1.5660164952278137,nan,309.15990000085003,49,121,56,121,40,0,0
ablation,IMG_0265,no_pyramid,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Shi-Tomasi,gaussian_lowpass,1,True,0.7857142857142857,nan,1.7553220987319946,nan,313.0337000002328,42,98,45,98,33,0,0
ablation,IMG_0265,no_pyramid,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",SIFT,gaussian_lowpass,1,True,0.5,1.0,1.8477333784103394,1.8477333784103394,615.2658000000883,6,12,6,12,3,3,3
ablation,IMG_0265,no_frequency,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Sobel,none,3,True,0.6739130434782609,1.0,2.362839698791504,3.6561315059661865,76.17469999968307,46,72,47,72,31,1,1
ablation,IMG_0265,no_frequency,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",LoG,none,3,True,0.8035714285714286,0.0,1.9612022638320923,4.625855922698975,68.70679999974527,56,104,61,104,45,1,0
ablation,IMG_0265,no_frequency,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Harris,none,3,True,0.7638888888888888,nan,2.256509304046631,nan,107.65319999973144,72,157,76,160,55,0,0
ablation,IMG_0265,no_frequency,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Shi-Tomasi,none,3,True,0.8115942028985508,0.0,2.0827678442001343,4.707435131072998,93.50309999990714,69,135,73,137,56,1,0
ablation,IMG_0265,no_frequency,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",SIFT,none,3,True,0.4,1.0,1.6757632791996002,0.7654900550842285,580.5438000006689,20,23,21,23,8,4,4
ablation,IMG_0265,no_nms,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Sobel,gaussian_lowpass,3,False,0.386046511627907,nan,1.292896032333374,nan,375.3659999993033,215,216,220,220,83,0,0
ablation,IMG_0265,no_nms,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",LoG,gaussian_lowpass,3,False,0.6113744075829384,nan,0.8061866760253906,nan,368.9150999998674,211,220,220,220,129,0,0
ablation,IMG_0265,no_nms,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Harris,gaussian_lowpass,3,False,0.6180904522613065,nan,1.1338285207748413,nan,375.20059999951627,199,219,220,220,123,0,0
ablation,IMG_0265,no_nms,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Shi-Tomasi,gaussian_lowpass,3,False,0.6102564102564103,nan,1.125321865081787,nan,383.2394999999451,195,219,220,220,119,0,0
ablation,IMG_0265,no_nms,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",SIFT,gaussian_lowpass,3,False,0.24444444444444444,0.6666666666666666,1.2974567413330078,0.4448004961013794,810.0735999996687,45,75,46,75,11,3,2
ablation,IMG_0266,full,warm aisle,low,"More distant view, warmer light, slanted page.",Sobel,gaussian_lowpass,3,True,0.6060606060606061,0.0,2.2895874977111816,163.95339965820312,366.99419999968086,36,33,39,33,20,2,0
ablation,IMG_0266,full,warm aisle,low,"More distant view, warmer light, slanted page.",LoG,gaussian_lowpass,3,True,0.7111111111111111,0.5,2.2449759244918823,3.8102855682373047,335.9833000004073,45,90,50,91,32,2,1
ablation,IMG_0266,full,warm aisle,low,"More distant view, warmer light, slanted page.",Harris,gaussian_lowpass,3,True,0.6428571428571429,nan,2.3458375930786133,nan,402.5555999996868,70,104,75,106,45,0,0
ablation,IMG_0266,full,warm aisle,low,"More distant view, warmer light, slanted page.",Shi-Tomasi,gaussian_lowpass,3,True,0.671875,nan,2.3445656299591064,nan,397.0902999999453,64,109,70,111,43,0,0
ablation,IMG_0266,full,warm aisle,low,"More distant view, warmer light, slanted page.",SIFT,gaussian_lowpass,3,True,0.5,0.5,2.6028127670288086,3.102999687194824,817.1959000001152,24,52,24,53,12,2,1
ablation,IMG_0266,no_pyramid,warm aisle,low,"More distant view, warmer light, slanted page.",Sobel,gaussian_lowpass,1,True,0.53125,0.0,2.186619758605957,163.95339965820312,269.1592999999557,32,32,35,32,17,2,0
ablation,IMG_0266,no_pyramid,warm aisle,low,"More distant view, warmer light, slanted page.",LoG,gaussian_lowpass,1,True,0.6578947368421053,0.5,2.230196475982666,3.8102855682373047,285.82040000037523,38,76,43,77,25,4,2
ablation,IMG_0266,no_pyramid,warm aisle,low,"More distant view, warmer light, slanted page.",Harris,gaussian_lowpass,1,True,0.6,nan,2.311286687850952,nan,332.23980000002484,60,90,66,91,36,0,0
ablation,IMG_0266,no_pyramid,warm aisle,low,"More distant view, warmer light, slanted page.",Shi-Tomasi,gaussian_lowpass,1,True,0.6274509803921569,1.0,1.9682403802871704,1.962213158607483,297.56780000025174,51,93,57,94,32,1,1
ablation,IMG_0266,no_pyramid,warm aisle,low,"More distant view, warmer light, slanted page.",SIFT,gaussian_lowpass,1,True,0.42857142857142855,1.0,2.635305166244507,1.0931881666183472,637.9849000004469,7,17,7,18,3,1,1
ablation,IMG_0266,no_frequency,warm aisle,low,"More distant view, warmer light, slanted page.",Sobel,none,3,True,0.6274509803921569,0.6666666666666666,2.1114561557769775,3.7561848163604736,74.55260000006092,51,76,56,76,32,3,2
ablation,IMG_0266,no_frequency,warm aisle,low,"More distant view, warmer light, slanted page.",LoG,none,3,True,0.6666666666666666,nan,2.1005970239639282,nan,71.200499999577,75,118,81,119,50,0,0
ablation,IMG_0266,no_frequency,warm aisle,low,"More distant view, warmer light, slanted page.",Harris,none,3,True,0.7362637362637363,0.0,2.4486520290374756,166.7523651123047,105.87440000017523,91,173,97,175,67,2,0
ablation,IMG_0266,no_frequency,warm aisle,low,"More distant view, warmer light, slanted page.",Shi-Tomasi,none,3,True,0.6179775280898876,0.0,2.6559741497039795,169.62013244628906,91.49280000019644,89,152,93,154,55,1,0
ablation,IMG_0266,no_frequency,warm aisle,low,"More distant view, warmer light, slanted page.",SIFT,none,3,True,0.6521739130434783,1.0,1.9207838773727417,0.9204644560813904,611.4086999996289,23,44,25,45,15,5,5
ablation,IMG_0266,no_nms,warm aisle,low,"More distant view, warmer light, slanted page.",Sobel,gaussian_lowpass,3,False,0.6778846153846154,nan,1.6160117387771606,nan,364.22899999979563,208,220,220,220,141,0,0
ablation,IMG_0266,no_nms,warm aisle,low,"More distant view, warmer light, slanted page.",LoG,gaussian_lowpass,3,False,0.5885416666666666,nan,1.5617258548736572,nan,358.8156000005256,192,213,220,220,113,0,0
ablation,IMG_0266,no_nms,warm aisle,low,"More distant view, warmer light, slanted page.",Harris,gaussian_lowpass,3,False,0.6086956521739131,nan,1.3063767552375793,nan,413.8881999997466,184,213,220,220,112,0,0
ablation,IMG_0266,no_nms,warm aisle,low,"More distant view, warmer light, slanted page.",Shi-Tomasi,gaussian_lowpass,3,False,0.5380434782608695,nan,1.1076996326446533,nan,377.1948000003249,184,211,220,220,99,0,0
ablation,IMG_0266,no_nms,warm aisle,low,"More distant view, warmer light, slanted page.",SIFT,gaussian_lowpass,3,False,0.2982456140350877,0.6666666666666666,2.4572150707244873,3.154392719268799,827.234899999894,57,83,57,84,17,3,2
ablation,IMG_0267,full,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Sobel,gaussian_lowpass,3,True,0.6666666666666666,0.0,1.7796323895454407,160.9677276611328,356.69789999974455,32,27,34,27,18,1,0
ablation,IMG_0267,full,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",LoG,gaussian_lowpass,3,True,0.5675675675675675,nan,2.631850004196167,nan,358.0871999993178,37,59,43,60,21,0,0
ablation,IMG_0267,full,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Harris,gaussian_lowpass,3,True,0.5789473684210527,nan,2.8932266235351562,nan,379.15109999994456,57,75,66,79,33,0,0
ablation,IMG_0267,full,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Shi-Tomasi,gaussian_lowpass,3,True,0.5964912280701754,nan,2.7024911642074585,nan,375.9821000003285,57,75,65,76,34,0,0
ablation,IMG_0267,full,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",SIFT,gaussian_lowpass,3,True,0.45,0.5,2.6517863273620605,3.1611270904541016,768.5357000000295,20,49,21,50,9,4,2
ablation,IMG_0267,no_pyramid,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Sobel,gaussian_lowpass,1,True,0.7272727272727273,0.0,2.143123745918274,160.9677276611328,288.1511000005048,30,22,31,22,16,1,0
ablation,IMG_0267,no_pyramid,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",LoG,gaussian_lowpass,1,True,0.5454545454545454,nan,2.3148891925811768,nan,289.6104999999807,33,51,37,52,18,0,0
ablation,IMG_0267,no_pyramid,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Harris,gaussian_lowpass,1,True,0.5769230769230769,nan,2.786842465400696,nan,295.5319000002419,52,60,56,63,30,0,0
ablation,IMG_0267,no_pyramid,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Shi-Tomasi,gaussian_lowpass,1,True,0.6,nan,2.676886558532715,nan,301.1894000001121,45,59,51,60,27,0,0
ablation,IMG_0267,no_pyramid,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",SIFT,gaussian_lowpass,1,True,0.5714285714285714,0.6666666666666666,2.15734326839447,2.04081654548645,616.8546999997488,7,31,7,32,4,3,2
ablation,IMG_0267,no_frequency,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Sobel,none,3,True,0.5853658536585366,0.0,2.7406314611434937,160.9677276611328,68.93740000032267,41,52,48,52,24,1,0
ablation,IMG_0267,no_frequency,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",LoG,none,3,True,0.578125,nan,1.9297337532043457,nan,67.89939999998751,64,76,69,78,37,0,0
ablation,IMG_0267,no_frequency,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Harris,none,3,True,0.5609756097560976,nan,2.721263885498047,nan,103.13089999999647,82,113,89,115,46,0,0
ablation,IMG_0267,no_frequency,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Shi-Tomasi,none,3,True,0.5432098765432098,nan,2.4099714756011963,nan,98.04039999926317,81,83,87,87,44,0,0
ablation,IMG_0267,no_frequency,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",SIFT,none,3,True,0.6470588235294118,1.0,2.062757968902588,2.732118606567383,602.5330000002214,17,53,19,55,11,3,3
ablation,IMG_0267,no_nms,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Sobel,gaussian_lowpass,3,False,0.41232227488151657,nan,0.6741875410079956,nan,347.53509999973176,211,220,220,220,87,0,0
ablation,IMG_0267,no_nms,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",LoG,gaussian_lowpass,3,False,0.58,nan,0.6937019526958466,nan,359.2903999997361,200,214,220,220,116,0,0
ablation,IMG_0267,no_nms,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Harris,gaussian_lowpass,3,False,0.5608465608465608,nan,1.768484652042389,nan,387.16349999958766,189,212,220,220,106,0,0
ablation,IMG_0267,no_nms,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",Shi-Tomasi,gaussian_lowpass,3,False,0.526595744680851,nan,1.8503849506378174,nan,396.24839999942196,188,213,220,220,99,0,0
ablation,IMG_0267,no_nms,strong side view,mild,"Strong in-plane rotation, page curvature and shadow.",SIFT,gaussian_lowpass,3,False,0.33962264150943394,0.0,2.36502468585968,77.87643432617188,793.6748000001899,53,83,54,84,18,2,0
ablation,IMG_0268,full,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Sobel,gaussian_lowpass,3,True,0.34782608695652173,0.0,2.4408375024795532,155.62586975097656,365.1674999991883,32,23,34,25,8,2,0
ablation,IMG_0268,full,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",LoG,gaussian_lowpass,3,True,0.43243243243243246,0.0,2.6284955739974976,157.25009155273438,363.30050000015035,37,57,41,59,16,1,0
ablation,IMG_0268,full,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Harris,gaussian_lowpass,3,True,0.5,nan,2.46651554107666,nan,393.68999999987864,60,73,68,77,30,0,0
ablation,IMG_0268,full,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Shi-Tomasi,gaussian_lowpass,3,True,0.5245901639344263,0.0,2.6246975660324097,330.7757873535156,398.3230000003459,61,65,65,66,32,1,0
ablation,IMG_0268,full,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",SIFT,gaussian_lowpass,3,True,0.5,0.0,2.559034526348114,6.495292663574219,830.0951999999597,20,37,21,38,10,3,0
ablation,IMG_0268,no_pyramid,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Sobel,gaussian_lowpass,1,True,0.38095238095238093,0.0,2.554190516471863,155.62586975097656,295.4589999999371,30,21,31,22,8,2,0
ablation,IMG_0268,no_pyramid,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",LoG,gaussian_lowpass,1,True,0.38235294117647056,0.0,2.4929990768432617,157.25009155273438,269.37720000023546,34,48,36,49,13,1,0
ablation,IMG_0268,no_pyramid,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Harris,gaussian_lowpass,1,True,0.5471698113207547,nan,2.5213215351104736,nan,320.17069999983505,53,64,57,67,29,0,0
ablation,IMG_0268,no_pyramid,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Shi-Tomasi,gaussian_lowpass,1,True,0.5416666666666666,0.0,2.336470365524292,330.7757873535156,313.6617000000115,48,56,52,57,26,1,0
ablation,IMG_0268,no_pyramid,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",SIFT,gaussian_lowpass,1,True,0.42857142857142855,0.0,3.7775180339813232,22.305625915527344,609.6133999999438,7,22,7,23,3,2,0
ablation,IMG_0268,no_frequency,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Sobel,none,3,True,0.4418604651162791,nan,2.411740779876709,nan,71.74080000004324,43,45,47,45,19,0,0
ablation,IMG_0268,no_frequency,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",LoG,none,3,True,0.515625,nan,1.922396183013916,nan,65.96280000030674,64,80,67,84,33,0,0
ablation,IMG_0268,no_frequency,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Harris,none,3,True,0.5308641975308642,nan,2.546862840652466,nan,111.41560000032769,81,123,90,126,43,0,0
ablation,IMG_0268,no_frequency,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Shi-Tomasi,none,3,True,0.45,nan,2.3407517671585083,nan,96.75630000037927,80,101,85,104,36,0,0
ablation,IMG_0268,no_frequency,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",SIFT,none,3,True,0.5,1.0,2.1420634388923645,1.9703470468521118,651.8058999999994,16,39,18,40,8,2,2
ablation,IMG_0268,no_nms,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Sobel,gaussian_lowpass,3,False,0.17142857142857143,nan,0.882603794336319,nan,384.83129999985977,210,220,220,220,36,0,0
ablation,IMG_0268,no_nms,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",LoG,gaussian_lowpass,3,False,0.37320574162679426,nan,0.6551201641559601,nan,353.79660000035074,209,215,220,220,78,0,0
ablation,IMG_0268,no_nms,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Harris,gaussian_lowpass,3,False,0.3826530612244898,nan,1.59340238571167,nan,401.3115999996444,196,211,220,220,75,0,0
ablation,IMG_0268,no_nms,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",Shi-Tomasi,gaussian_lowpass,3,False,0.385,nan,2.015090227127075,nan,393.55199999954493,200,211,220,220,77,0,0
ablation,IMG_0268,no_nms,strong side view,noticeable,"Strong rotation, softer image and rolled inner margin.",SIFT,gaussian_lowpass,3,False,0.22641509433962265,0.0,2.1187736988067627,36.234127044677734,785.4361000008794,53,64,54,66,12,1,0
ablation,IMG_0269,full,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Sobel,gaussian_lowpass,3,True,0.5333333333333333,0.5,2.6802910566329956,82.26904296875,343.6088999997082,32,30,34,31,16,2,1
ablation,IMG_0269,full,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",LoG,gaussian_lowpass,3,True,0.6216216216216216,nan,2.58743953704834,nan,358.3371000004263,37,61,43,66,23,0,0
ablation,IMG_0269,full,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Harris,gaussian_lowpass,3,True,0.509090909090909,nan,2.5772616863250732,nan,397.89099999961763,55,76,66,81,28,0,0
ablation,IMG_0269,full,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Shi-Tomasi,gaussian_lowpass,3,True,0.49056603773584906,nan,2.410197615623474,nan,376.3493999995262,53,80,65,81,26,0,0
ablation,IMG_0269,full,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",SIFT,gaussian_lowpass,3,True,0.5,1.0,3.312896251678467,3.3541452884674072,830.949099999998,20,54,21,57,10,1,1
ablation,IMG_0269,no_pyramid,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Sobel,gaussian_lowpass,1,True,0.52,0.0,2.619263172149658,161.79676818847656,292.17849999986356,29,25,31,26,13,1,0
ablation,IMG_0269,no_pyramid,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",LoG,gaussian_lowpass,1,True,0.625,nan,2.4316822290420532,nan,292.6668999998583,32,53,37,56,20,0,0
ablation,IMG_0269,no_pyramid,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Harris,gaussian_lowpass,1,True,0.4489795918367347,nan,2.616124987602234,nan,316.0164999999324,49,66,56,69,22,0,0
ablation,IMG_0269,no_pyramid,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Shi-Tomasi,gaussian_lowpass,1,True,0.5,nan,2.4113681316375732,nan,296.28499999944324,42,63,51,64,21,0,0
ablation,IMG_0269,no_pyramid,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",SIFT,gaussian_lowpass,1,True,0.5714285714285714,nan,2.6702834367752075,nan,722.5199999993492,7,30,7,31,4,0,0
ablation,IMG_0269,no_frequency,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Sobel,none,3,True,0.5897435897435898,nan,2.6550238132476807,nan,85.49049999965064,39,47,48,50,23,0,0
ablation,IMG_0269,no_frequency,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",LoG,none,3,True,0.5409836065573771,0.0,1.9806612730026245,162.74468994140625,87.92490000087128,61,79,69,84,33,1,0
ablation,IMG_0269,no_frequency,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Harris,none,3,True,0.5333333333333333,nan,2.4634071588516235,nan,122.45440000060626,75,121,89,123,40,0,0
ablation,IMG_0269,no_frequency,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Shi-Tomasi,none,3,True,0.4864864864864865,nan,2.810758590698242,nan,105.03710000011779,74,99,87,102,36,0,0
ablation,IMG_0269,no_frequency,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",SIFT,none,3,True,0.7058823529411765,1.0,1.7373566627502441,2.6433520317077637,651.1519999994562,17,55,19,59,12,4,4
ablation,IMG_0269,no_nms,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Sobel,gaussian_lowpass,3,False,0.3581395348837209,nan,1.6879308223724365,nan,377.9741999996986,215,217,220,220,77,0,0
ablation,IMG_0269,no_nms,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",LoG,gaussian_lowpass,3,False,0.4827586206896552,nan,1.6688960194587708,nan,376.4952000001358,203,212,220,220,98,0,0
ablation,IMG_0269,no_nms,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Harris,gaussian_lowpass,3,False,0.5469613259668509,nan,1.7663465738296509,nan,390.88450000053854,181,213,220,220,99,0,0
ablation,IMG_0269,no_nms,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",Shi-Tomasi,gaussian_lowpass,3,False,0.4945054945054945,nan,1.8530570268630981,nan,402.97929999996995,182,211,220,220,90,0,0
ablation,IMG_0269,no_nms,strong side view,low,"Rotated side view, clearer than IMG_0268, substantial curvature near spine.",SIFT,gaussian_lowpass,3,False,0.33962264150943394,1.0,3.190635085105896,3.3541452884674072,805.4907999994612,53,87,54,91,18,1,1
